name,HA_segID,Subtype,original_clade,Clade_group,Domestic_Status,zoonotic_case,date
H5N1|A/polecat/Netherlands/22002047-001/2022|EPI1981004|2022-01-24,EPI1981004,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.1.24
H5N1|A/red_fox/Netherlands/22002190-003/2022|EPI1981012|2022-01-31,EPI1981012,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.1.31
H5N1|A/red_fox/Netherlands/22002191-003/2022|EPI1981020|2022-01-31,EPI1981020,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.1.31
H5N1|A/red_fox/Netherlands/22002636-005/2022|EPI1987218|2022-02-07,EPI1987218,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.2.7
H5N1|A/polecat/Netherlands/22002792-005/2022|EPI1987234|2022-02-09,EPI1987234,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.2.9
H5N1|A/badger/Netherlands/22003078-004/2022|EPI1987258|2022-02-13,EPI1987258,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.2.13
H5N1|A/red_fox/Netherlands/22002993-003_/2022|EPI1987364|2022-02-11,EPI1987364,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.2.11
H5N1|A/common_buzzard/Netherlands/22002263-002/2022|EPI1990424|2022-01-29,EPI1990424,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.1.29
H5N1|A/great_crested_grebe/Netherlands/22001219-002/2022|EPI1990440|2022-01-18,EPI1990440,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.1.18
H5N6|A/Guangxi/04901/2021|EPI1990624|2021-12-25,EPI1990624,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.12.25
H5N6|A/Guangdong/12903/2021|EPI1990647|2021-10-27,EPI1990647,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.10.27
H5N1|A/ferret/Slovenia/308MZ_22VIR777-9/2022|EPI1995132|2022-01-05,EPI1995132,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.1.5
H5N1|A/peregrine_falcon/Ireland/000191_22VIR1325-15/2022|EPI1997993|2022-01-05,EPI1997993,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.1.5
H5N1|A/fox/Ireland/3866_22VIR2064-1/2022|EPI1998138|2022-02-14,EPI1998138,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.2.14
H5N1|A/common_crane/Spain/597-2_22VIR2142-15/2022|EPI1998178|2022-02-14,EPI1998178,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.2.14
H5N1|A/chicken/Spain/587-1_22VIR2142-33/2022|EPI1998330|2022-02-14,EPI1998330,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.2.14
H5N1|A/stork/Spain/234-2_22VIR2142-7/2022|EPI1998410|2022-01-17,EPI1998410,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.1.17
H5N8|A/chicken/England/019018/2021|EPI2001588|2021-03-28,EPI2001588,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Domestic,non-zoonotic,2021.3.28
H5N2|A/chicken/Poland/H182_22VIR2515-1/2022|EPI2014921|2022-02-28,EPI2014921,H5N2,2.3.4.4b,H5N2_2.3.4.4x,Domestic,non-zoonotic,2022.2.28
H5N1|A/Fox/Netherlands/EMC1/2022|EPI2018060|2022-01-26,EPI2018060,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.1.26
H5N1|A/Fox/Netherlands/EMC2/2022|EPI2018075|2022-01-10,EPI2018075,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.1.10
H5N2|A/ostrich/South_Africa/344727/2015|EPI2042417|2015-10-19,EPI2042417,H5N2,EA-nonGsGD,EA-nonGsGD,Domestic,nonGsGd,2015.10.19
H5N1|A/turkey/South_Dakota/22-009534-001/2022|EPI2050373|2022-03-29,EPI2050373,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.3.29
H5N1|A/Grey_heron/Luxembourg/21243177/2021|EPI2050784|2021-12-14,EPI2050784,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2021.12.14
H5N1|A/Chicken/BC/FAV-0402-OS/2022|EPI2056405|2022-05-12,EPI2056405,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.5.12
H5N1|A/Lesser_Black-backed_Gull/Netherlands/1/2022|EPI2061043|2022-04-29,EPI2061043,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.4.29
H5N1|A/European_polecat/Netherlands/1/2022|EPI2061051|2022-03-05,EPI2061051,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.3.5
H5N1|A/greylag_goose/Northern_Ireland/17077/2021|EPI2071312|2021-11-24,EPI2071312,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2021.11.24
H5N1|A/turkey/England/007586/2022|EPI2072048|2022-01-23,EPI2072048,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.1.23
H5N1|A/Little_egret/Israel/172/2022|EPI2073615|2022-01-18,EPI2073615,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.1.18
H5N1|A/duck/Guangxi/50/2001|EPI21090|2001,EPI21090,H5N1,0,0,Domestic,non-zoonotic,2001.1.1
H5N1|A/Branta_canadensis/Belgium/4821_0001/2022|EPI2122972|2022-04-07,EPI2122972,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.4.7
H5N1|A/Vulpes_vulpes/Belgium/8660_0016/2022|EPI2129816|2022-04-16,EPI2129816,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.4.16
H5N1|A/Vulpes_vulpes/Belgium/9031_0008/2022|EPI2129832|2022-06-16,EPI2129832,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.6.16
H5N1|A/chicken/England/103907/2022|EPI2129895|2022-08-02,EPI2129895,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.8.2
H5N1|A/Vulpes_vulpes/New_York/074441/2022|EPI2130819|2022-04-04,EPI2130819,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.4.4
H5N1|A/chicken/South_Africa/21050299/2021__H5N1_|EPI2134056|2021-05-18,EPI2134056,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.5.18
H5N1|A/turkey/Italy/IZSLT_22VIR366-3/2022|EPI2141638|2022-01-04,EPI2141638,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.1.4
H5N1|A/laying_hen/Italy/22VIR204-1/2022|EPI2141682|2022-01-10,EPI2141682,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.1.10
H5N9|A/wild_waterbird/Queensland/JCU-272/2019|EPI2144190|2019-08-09,EPI2144190,H5N9,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2019.8.9
H5N1|A/porpoise_/Sweden/SVA220712SZ0367/FB002184/O-2022|EPI2150624|2022-06-29,EPI2150624,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2022.6.29
H5N8|A/Wild_geese/Hubei/H418/2021|EPI2152295|2021-01-27,EPI2152295,H5N8,2.3.4.4b,H5N8_2.3.4.4b,Wild,non-zoonotic,2021.1.27
H5N1|A/poultry/Benin/21-A-09-031-O/2021|EPI2161537|2021-09-01,EPI2161537,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.9.1
H5N1|A/chicken/Bangladesh/50585/2021|EPI2162513|2021-12-14,EPI2162513,H5N1,2.3.2.1a,2.3.2.1,Domestic,non-zoonotic,2021.12.14
H5N1|A/chicken/Nebraska/22-010905-001/2022|EPI2179564|2022-04-11,EPI2179564,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.4.11
H5N1|A/bottlenose_dolphin/Florida/UFTt2203/2022|EPI2181752|2022-03-30,EPI2181752,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2022.3.30
H5N1|A/fox/Michigan/22-014536-004/2022|EPI2182063|2022-04-22,EPI2182063,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.4.22
H5N1|A/fox/Wisconsin/22-014746-008/2022|EPI2182071|2022-05-03,EPI2182071,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.3
H5N1|A/fox/Wisconsin/22-014746-030/2022|EPI2182079|2022-05-06,EPI2182079,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.6
H5N1|A/fox/Minnesota/22-016487-001/2022|EPI2182095|2022-05-13,EPI2182095,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.13
H5N1|A/raccoon/Washington/22-018406-002/2022|EPI2182119|2022-06-08,EPI2182119,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.6.8
H5N1|A/chicken/India/WB-NIV16924/2009|EPI219315|2009-01-02,EPI219315,H5N1,2002.2.2,2.2,Domestic,non-zoonotic,2009.1.2
H5N1|A/chicken/India/WB-NIV96526/2009|EPI219319|2009-05-23,EPI219319,H5N1,2002.2.2,2.2,Domestic,non-zoonotic,2009.5.23
H5N1|A/Mallard/Netherlands/13/2022|EPI2193403|2022-09-26,EPI2193403,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.9.26
H5N1|A/fox/Finland/2844_21VIR9619-1/2021|EPI2197216|2021-09-01,EPI2197216,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2021.9.1
H5N1|A/otter/Finland/2860_21VIR9619-5/2021|EPI2197232|2021-09-01,EPI2197232,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2021.9.1
H5N1|A/Eurasian_wigeon/Hokkaido/Q71/2022|EPI2197776|2022-10-08,EPI2197776,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.10.8
H5N3|A/Mallard/Netherlands/16/2022|EPI2197841|2022-09-21,EPI2197841,H5N3,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2022.9.21
H5N2|A/Mallard/Netherlands/17/2022|EPI2197849|2022-10-01,EPI2197849,H5N2,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2022.10.1
H5N1|A/Great_Black-backed_Gull/4/2022|EPI2197865|2022-10-09,EPI2197865,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.10.9
H5N1|A/Chicken/Scotland/1302218/2022|EPI2198188|2022-10-11,EPI2198188,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.10.11
H5N6|A/Guangdong/1/2021|EPI2200689|2021-08-19,EPI2200689,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2021.8.19
H5N1|A/Pavo/Belgium/10906_0006/2022|EPI2208346|2022-09-18,EPI2208346,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.9.18
H5N1|A/Ardea_cinerea/Belgium/11304_0003/2022|EPI2208903|2022-09-23,EPI2208903,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.9.23
H5N1|A/Gallus_gallus/Belgium/11387_0002/2022|EPI2208919|2022-09-29,EPI2208919,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.9.29
H5N2|A/blue-winged_teal/Saskatchewan/22542/2007|EPI221699|2007-08-18,EPI221699,H5N2,Am_nonGsGD,Am-nonGsGD,Wild,nonGsGd,2007.8.18
H5N1|A/Gallus_gallus/Belgium/12395_0002/2022|EPI2218234|2022-10-24,EPI2218234,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.10.24
H5N1|A/chicken/South_Africa/236744/2021|EPI2219583|2021-10-19,EPI2219583,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2021.10.19
H5N1|A/chicken/South_Africa/22010387/2022|EPI2220000|2022-01-28,EPI2220000,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.1.28
H5N1|A/Mink/Spain/3691-8_22VIR10586-10/2022|EPI2220597|2022-10-18,EPI2220597,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2022.10.18
H5N1|A/Common_Teal/Netherlands/5/2022|EPI2223264|2022-11-01,EPI2223264,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.11.1
H5N1|A/tree_sparrow/Jiangsu/1/2008|EPI222873|2008-01-01,EPI222873,H5N1,2002.3.4,2002.3.4,Wild,non-zoonotic,2008.1.1
H5N1|A/Red_Fox/MB/FAV-370-01/2022|EPI2235552|2022-04-07,EPI2235552,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.4.7
H5N1|A/Red_Fox/MB/FAV-0414-12/2022|EPI2235576|2022-05-09,EPI2235576,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.9
H5N1|A/Skunk/MB/FAV-470/2022|EPI2235584|2022-05-18,EPI2235584,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.18
H5N1|A/Red_Fox/ON/FAV-0605-03/2022|EPI2235609|2022-05-05,EPI2235609,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.5
H5N1|A/Red_Fox/PEI/FAV-0592-02/2022|EPI2236479|2022-05-24,EPI2236479,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.24
H5N1|A/Red_Fox/PEI/FAV-0591-01/2022|EPI2236495|2022-05-24,EPI2236495,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.24
H5N1|A/Red_Fox/NS/FAV-0879/2022|EPI2236533|2022-06-28,EPI2236533,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.6.28
H5N1|A/Red_Fox/AB/FAV-0835-02/2022|EPI2236670|2022-05-05,EPI2236670,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.5
H5N1|A/Skunk/AB/FAV-0416-01/2022|EPI2236744|2022-04-22,EPI2236744,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.4.22
H5N1|A/peregrine_falcon/Denmark/06880-1_02/2022|EPI2244210|2022-07-17,EPI2244210,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.7.17
H5N1|A/chicken/Minnesota/22-013223-003/2022|EPI2246584|2022-04-29,EPI2246584,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.4.29
H5N1|A/Snow_Goose/SK/FAV-0216-06/2022|EPI2246897|2022-04-04,EPI2246897,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.4.4
H5N1|A/Turkey/ON/FAV-0162-144/2022|EPI2246942|2022-03-27,EPI2246942,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.3.27
H5N1|A/fox/Iowa/22-015357-002/2022|EPI2259319|2022-05-11,EPI2259319,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.11
H5N1|A/striped_skunk/Idaho/22-037165-002/2022|EPI2260630|2022-11-04,EPI2260630,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.11.4
H5N1|A/turkey/Florida/22-036768-001/2022|EPI2260766|2022-11-15,EPI2260766,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.15
H5N1|A/chicken/Oregon/22-030743-001/2022|EPI2263394|2022-09-28,EPI2263394,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.9.28
H5N1|A/skunk/Minnesota/22-034925-001/2022|EPI2263442|2022-10-21,EPI2263442,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.10.21
H5N1|A/chicken/Massachussetts/22-035234-001/2022|EPI2263554|2022-11-01,EPI2263554,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.1
H5N1|A/chicken/Iowa/22-035569-001/2022|EPI2263658|2022-11-06,EPI2263658,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.6
H5N1|A/turkey/Minnesota/22-034666-001/2022|EPI2263690|2022-10-27,EPI2263690,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.10.27
H5N1|A/chicken/Florida/22-034076-001/2022|EPI2263714|2022-10-24,EPI2263714,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.10.24
H5N1|A/chicken/North_Carolina/22-033524-001/2022|EPI2263810|2022-10-19,EPI2263810,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.10.19
H5N1|A/chicken/Iowa/22-033362-001/2022|EPI2263931|2022-10-19,EPI2263931,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.10.19
H5N1|A/turkey/Utah/22-032951-001/2022|EPI2264043|2022-10-11,EPI2264043,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.10.11
H5N1|A/domestic_duck/New_Jersey/22-032412-001/2022|EPI2264147|2022-10-11,EPI2264147,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.10.11
H5N1|A/Red_Fox/SK/FAV-0824-96/2022|EPI2274958|2022-05-05,EPI2274958,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.5
H5N1|A/Domestic_duck/England/154301/2022|EPI2277905|2022-11-19,EPI2277905,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.19
H5N1|A/Turkey/England/156090/2022|EPI2277937|2022-11-21,EPI2277937,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.21
H5N1|A/Chicken/England/159529/2022|EPI2277993|2022-11-26,EPI2277993,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.26
H5N1|A/domestic_goose/England/119665/2022|EPI2278129|2022-11-23,EPI2278129,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.23
H5N1|A/domestic_duck/England/170578/2022|EPI2278345|2022-12-19,EPI2278345,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.12.19
H5N6|A/Changsha/1/2022|EPI2287052|2022-11-11,EPI2287052,H5N6,2.3.4.4b,H5N6_2.3.4.4b,Human,zoonotic,2022.11.11
H5N1|A/mink/Spain/22VIR12774-14_3869-3/2022|EPI2291518|2022-10-26,EPI2291518,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2022.10.26
H5N1|A/Gallus_gallus/Belgium/13357-0001/2022|EPI2296773|2022-11-18,EPI2296773,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.11.18
H5N1|A/wild_duck/Ohio/623/2004|EPI229679|2004-01-01,EPI229679,H5N1,Am_nonGsGD,Am-nonGsGD,Wild,nonGsGd,2004.1.1
H5N1|A/chicken/England/172713/2022|EPI2300485|2022-12-23,EPI2300485,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.12.23
H5N1|A/chicken/Czech_Republic/102_orig/2023|EPI2305241|2023-01-02,EPI2305241,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.1.2
H5N1|A/harbor_seal/Maine/22-025072-002/2022|EPI2310444|2022-07-15,EPI2310444,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2022.7.15
H5N1|A/common_tern/ME/COTE_20220614_2/2022|EPI2311471|2022-06-14,EPI2311471,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.6.14
H5N1|A/snowy_owl/MA/22MM00463/2022|EPI2311559|2022-03-20,EPI2311559,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.3.20
H5N1|A/duck/France/22P025647/2022|EPI2325483|2022-12-10,EPI2325483,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.12.10
H5N1|A/chicken/Indonesia/11/2003|EPI235009|2003-12-20,EPI235009,H5N1,2002.1.1,others,Domestic,non-zoonotic,2003.12.20
H5N1|A/domestic_duck/England/002072/2023|EPI2352522|2023-01-03,EPI2352522,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2023.1.3
H5N1|A/CastillaLaMancha/3869/2022|EPI2352966|2022-10-13,EPI2352966,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Human,zoonotic,2022.10.13
H5N3|A/aquatic_bird/South_Korea/CN60/2014|EPI2376355|2014-11-26,EPI2376355,H5N3,EA-nonGsGD,EA-nonGsGD,Wild,nonGsGd,2014.11.26
H5N6|A/Rattus_norvegicus/China/FS21/2021|EPI2394816|2021-10-01,EPI2394816,H5N6,2.3.4.4h,H5N6_2.3.4.4x,Mammals,zoonotic,2021.10.1
H5N1|A/Harbour_Seal/Scotland/162925/2022|EPI2398411|2022-07-25,EPI2398411,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2022.7.25
H5N1|A/Red_Fox/Wales/017836/2023|EPI2398419|2023-01-12,EPI2398419,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.1.12
H5N1|A/Harris_Hawk/Scotland/014071/2023|EPI2412834|2023-01-24,EPI2412834,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.1.24
H5N1|A/Cambodia/NPH230032/2023|EPI2419700|2023-02-21,EPI2419700,H5N1,2.3.2.1e,2.3.2.1,Human,zoonotic,2023.2.21
H5N1|A/turkey/BC/AIVPHL-171/2022|EPI2428491|2022-06-09,EPI2428491,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.6.9
H5N1|A/northern_shoveler/BC/AIVPHL-247/2022|EPI2428881|2022-09-12,EPI2428881,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.9.12
H5N1|A/great_blue_heron/BC/AIVPHL-252/2022|EPI2428936|2022-09-28,EPI2428936,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.9.28
H5N1|A/american_crow/BC/AIVPHL-345/2022|EPI2429219|2022-12-30,EPI2429219,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2022.12.30
H5N1|A/great_horned_owl/BC/AIVPHL-372/2023|EPI2429303|2023-01-16,EPI2429303,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.1.16
H5N1|A/Cambodia/2302009/2023|EPI2436447|2023-02-23,EPI2436447,H5N1,2.3.2.1e,2.3.2.1,Human,zoonotic,2023.2.23
H5N1|A/Mustela_putorius/Belgium/01421_0001/2023|EPI2437035|2023-02-09,EPI2437035,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.2.9
H5N1|A/fox/England/015850/2022|EPI2437468|2022-08-23,EPI2437468,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.8.23
H5N1|A/Jiangsu/NJ210/2023_H5N1_|EPI2437581|2023-02-10,EPI2437581,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Human,zoonotic,2023.2.10
H5N1|A/duck/Vietnam/HN3590/2017|EPI2439872|2017-02-15,EPI2439872,H5N1,2.3.2.1e,2.3.2.1,Domestic,non-zoonotic,2017.2.15
H5N1|A/duck/Vietnam/TG24/05|EPI244098|2005-06-27,EPI244098,H5N1,1,others,Wild,non-zoonotic,2005.6.27
H5N2|A/goose/Germany/R3160/09|EPI244110|2009-12-01,EPI244110,H5N2,EA-nonGsGD,EA-nonGsGD,Domestic,nonGsGd,2009.12.1
H5N1|A/grey_seal/Germany-SH/AI01973/2023|EPI2455328|2023-02-27,EPI2455328,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Marine,zoonotic,2023.2.27
H5N1|A/gull/Switzerland-Luzern/230119/2023|EPI2456214|2023-01-25,EPI2456214,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.1.25
H5N1|A/Vulpes_vulpes/Belgium/01784_0004/2023|EPI2468380|2023-02-27,EPI2468380,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.2.27
H5N1|A/Vulpes_vulpes/Belgium/01784_0010/2023|EPI2468396|2023-02-27,EPI2468396,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.2.27
H5N1|A/Mustela_putorius/Belgium/01922_0001/2023|EPI2469498|2023-03-02,EPI2469498,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2023.3.2
H5N1|A/red_fox/Minnesota/22-014661-002/2022|EPI2473428|2022-05-09,EPI2473428,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.9
H5N1|A/fox/Wisconsin/22-014746-015/2022|EPI2473455|2022-05-03,EPI2473455,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.3
H5N1|A/red_fox/Alaska/22-016300-001/2022|EPI2473508|2022-05-10,EPI2473508,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.10
H5N1|A/red_fox/Michigan/22-017507-007/2022|EPI2473620|2022-05-05,EPI2473620,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.5
H5N1|A/red_fox/Michigan/22-018712-005/2022|EPI2473648|2022-05-27,EPI2473648,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.5.27
H5N1|A/raccoon/Michigan/22-021733-010/2022|EPI2473776|2022-07-06,EPI2473776,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Mammals,zoonotic,2022.7.6
H5N1|A/Great_black-backed_gull/Netherlands/3/2023|EPI2505100|2023-03-27,EPI2505100,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Wild,non-zoonotic,2023.3.27
H5N1|A/chicken/Nigeria/042_22VIR3286-51/2022|EPI2506204|2022-01-15,EPI2506204,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.1.15
H5N1|A/chicken/Nigeria/064_22VIR3286-55/2022|EPI2506228|2022-01-21,EPI2506228,H5N1,2.3.4.4b,H5N1_2.3.4.4b,Domestic,non-zoonotic,2022.1.21
